Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
285,B000H13270,A3J6I70Z9Q0HRX,Lindey H. Magee,1,3,5,1261785600,"it's fabulous, but *not* from amazon!",the price on this product certainly raises my attention on compairing amazon price with the local stores. i can get a can of this rotel at my local kroger for $1. dissapointing!
286,B000H13270,A1YLOZQKBX3J1S,"R. Lee Dailey ""Lee_Dailey""",1,4,3,1221177600,too expensive,"howdy y'all,<br /><br />the actual product is VERY good - i'd rate the item a 4 on it's own. however, it's only ONE dollar at the local grocery and - @ twenty eight+ dollars per twelve pack - these are running almost two and a half dollars each.<br /><br />as i said, TOO EXPENSIVE. [*sigh ...*] i was really hoping to get them at something approaching the local cost.<br /><br />take care,<br />lee"
287,B000H13270,AVQIRN6E7J7UA,imdebra,0,4,3,1280534400,Not mild enough for me lol,"Nothing wrong with the product, but I sure had to mix it with *lots* of other ingredients to make it edible to me. (In Texas I was called a ""baby-mouth"" - not into very spicy-hot foods.)<br /><br />For comparison, I'm comfortable with Tostitos medium chunky salsa. 1 can of this milder Rotel, mixed with 2 slightly larger cans of diced tomatoes, was still way too hot for me to use as salsa for chips. I used some of this to make a sort of southwestern cornbread that was good though."
288,B001UJEN6C,A1XM65S80UQ2MD,Joseph Kagan,13,13,5,1276214400,Great Natural Energy,"This is a fantastic product, and I wish it was readily available in most stores. It's taste is not the greatest, but it's a 2.5 oz. shot, and it's gone in a second. It tastes, more or less, like a concentrated sweet tea. For the record, I've had 5 hour energy, and that tastes FAR worse. I will put up the taste for the results. It's got 150mg of caffeine, which is the equivalent of the big red bulls and monsters. I can't stand sucralose and sugar substitutes, and this is one of the only shot sized energy drinks that has only sugar in it. The sugar is at 9g, which isn't horrible. I used to drink 4 16oz. Red Bulls a day for the caffeine, and this gives me far better energy, and is much more subtle. My preference is black coffee, but I can't drink 8-12 cups a day anymore. Overall, Steaz does it right; real organic ingredients in moderate amounts, and they create big results."
289,B001UJEN6C,AFUMZHRZJG0H0,Wonder Woman 89,6,6,5,1280188800,I like this stuff,"I have to get up really early to work out before work and I get super tired by the middle of the afternoon. I was drinking one 5 hour energy, usually extra strength, each day. It worked well, but gave me a jittery feeling, almost headachy but not quite. My husband got me to try this and I was skeptical, but for me it works as well if not better than the 5 hour energy and doesn't give me that jittery almost-headache feeling.<br /><br />I don't mind the taste--it reminds me of the inside of a fig newton (mmm). And the price is ok, on Amazon anyway. At my grocery store they were almost $3 each, yike!<br /><br />And it's organic--so I can feel good about it, right? It's all about me feeling good!"
290,B001UJEN6C,AIW47KAXVTR0X,"C. Williams ""will5927""",7,8,5,1268092800,Great Energy,I bought these for my husband and he said they are the best energy shots out there. He takes one in the mornings and works hard all day. Good stuff!
291,B001UJEN6C,A1R2P21ZYNJCFJ,"Mare Laden ""Mare""",6,7,3,1258675200,Not sure,"I am a energy junkie and I'm not sure if this works or not, but what I do know is that the taste is not the greatest. I do drink the steaz energy drink and I think I get the same results. I like this products because it is  more natural then the others."
292,B001UJEN6C,A37AO20OXS51QA,"Roderic Rinehart ""Roderic""",3,3,5,1311292800,"The best energy shot out there, smooth and organic!","If you want an organic energy shot, your choices are this one from Steaz and the assorted flavors from Guayaki. Guayaki Yerba Mate is actually in the Steaz energy shot and energy drinks, and they both use Sambazon Acai, so there are some similarities in ingredients.<br /><br />Great energy burst for 4+ hours on a Steaz Energy Shot, and no withdrawals or headaches afterwards. Plan on drinking one every day at lunch at work. This will help me cut down on my iced coffees, which are not helping my calorie intake.<br /><br />Already ordering 12-packs on subscribe and save, 2 per month. Great value."
293,B001UJEN6C,A3R6W1FEYDNT8V,R. Lewis,3,3,5,1299024000,"Fantastic, natural energy","I was looking for a natural energy shot that works, and I found it. Steaz energy shot is my favorite!<br /><br />I recently had gastric bypass surgery, so tons of sugar is a no-no. And I'm also allergic to Sucralose (Splenda) so most other energy drinks are out.<br /><br />I tried Bazi energy shots and they didn't work as well as Steaz, and definitely didn't taste as well. These have a taste that's almost like Coca-Cola--not bad at all.<br /><br />If you're looking for natural energy, give these a try."
294,B001UJEN6C,A2VBZOK3SVSDWA,Jennifer Gray,3,3,5,1294790400,Way better than Guayaki!,"I had tried both of the Guayaki energy shots and I don't like the taste of either of them! This one has more natural caffeine and tastes much better. I like them cold for sure. My husband and I take these on road trips in a little cooler with ice and waters and we don't have to make stops for coffee! Especially on the turnpikes where it's just way too expensive. It's worth the $[...] per shot. We normally split them. I'm really sensitive to caffeine, even the natural kind so I get a little weird if I drink the whole thing but that's the same for coffee too for me. My husband drinks the whole shot and gets a nice wake up boost. I would recommend these over any of the sinthetic shots out there. You can feel good about putting this in your body! I'll be ordering again soon for sure =)"
295,B001UJEN6C,AREOHWLWVX0A8,John Erikson,5,6,3,1259971200,Doesn't taste that good but provides you the energy,"I purchased it because it was on sale. In terms of the energy it provides, it works, but the taste leaves something to be desired. I tried mixing it with some water to make it more drinkable."
296,B001UJEN6C,ADWJAJZTHNYN6,D. J. Lawhead,2,2,5,1322697600,Rocket in a Bottle,"I've been feeling extremely tired around the late afternoon. As a software engineer, this is entirely unacceptable! So, I asked the nice lady at the counter of my local Whole Foods Market, for something that will give me that extra energy I need to get through the day.<br /><br />She excitedly returned with a suspicious little green bottle. Over three hours after drinking whatever that was, my brain is still working at unnatural speeds. To summarize my experiences: I believe this works.<br /><br />She did explain that I needed to drink plenty of water with it, which I personally feel helped the energy level. So if you're feeling tired during the day and hate coffee, give this a shot - preferably before you eat anything.<br /><br />Woot!"
297,B001UJEN6C,A3UD9G34YLWVXE,Thezwomann,2,2,4,1322265600,This stuff works!!!,"The energy shot truly does work! It had a terrible after-taste at first, but now that I know what to expect, I am getting used to it. I always have some water handy as a chaser...which helps! I am so glad to have found something that gives me the energy I need without all the chemicals found in other beverages. It's helped me kick my addiction to Diet Coke and other aspartame-laced caffeinated beverages. Yay!!!"
298,B001UJEN6C,A2Y4IWY1ZXLXH8,mase310,1,1,5,1335139200,Favorite energy shot and all natural too!,"I've tried 5-hour energy, red rain, NOS, and other energy shots.  This is my favorite in terms of taste and effect.  Plus, it's somewhat reassuring to know that natural ingredients are used.  Sometimes I wonder what I'm really putting into my body with some of the other brands.  I purchase a box about once every 2 months for the past 2 years."
299,B001UJEN6C,AHAX3RWULQD6T,Kevin D. Schoeninger,1,1,5,1334793600,natural energy boost,"If you're looking for an energy boost without artificial sweeteners and other chemicals, this is a great option.  The taste is decent and it is a nice smooth uplift without jitters."
300,B001UJEN6C,A2LFHPZFG1OHBZ,Joanna Capello-Paul,2,3,5,1320451200,Best energy shot I have ever tasted!,"I first found Steaz Berry Energy Shots at a local organic market. I bought two bottles, which cost just under three dollars each. I fell in love instantly. The drink is delicious -- I can taste the yerba mate and the acai juice, like a slightly bitter fruity chocolate honey tea. I am very sensitive to sucralose (Splenda) which is in so many energy drinks these days; I also hate the taste. I love that Steaz has actual sugar and no artificial sweeteners. The rush it gives me is slow and even. I have several medical conditions, including fibromyalgia, which saps me of energy and causes intense pain. I like how Steaz helps clear away the fatigue and fog so I can get things done. No caffeine jitters, even though there are 150 mg of caffeine in each bottle.<br />It was becoming expensive for me to buy the bottles separately at stores, so I started looking online for a bulk price. I am so thrilled to have found the Pack Of 12 on Amazon. I signed up for Amazon Prime specifically for this product, hah!"
301,B001UJEN6C,A297HRGWRID7I6,Mariza R Barnes,0,0,5,1347321600,The Best,"I have tried other energy shots and this one is the only one that really makes me feel good and energized without any other sides effects at all, its also the best taste, others taste like medicine, this one has a tea fresh taste. I love it."
302,B001UJEN6C,AMYAHFQZI19LS,longlivedave,0,0,5,1345680000,Tested by a trucker,I drive OTR...Over the Road truck and this helps to keep me alert. It has no sugar high & no crash. I'm on a autoship which i like. The price is very good. I've seen it over 2 bucks in the store.
303,B001UJEN6C,A28VTF9FQ42SBV,jeremygiesel,0,0,5,1344729600,Good Stuff,"Products takes pretty good, and it doesn't leave you gittery.  With subscibe and save as well as Prime membership I pay below $ 2 a shot.  My wife tried them and now she drinks them like they are going out of style.  I moderate mine and they make for more effective use before weight training.  I recommend this product to anyone who is looking for a healthier alternative to high sugar and unnatural products that are everywhere that still gives you the results of an AWESOME Energy Drink."
304,B001UJEN6C,A2H03V8PAZDU9J,LMPGAP,0,0,5,1339200000,Great energy drink without artificial ingredients,"I use this product daily, and it provides a steady stream of energy.  I do not get jittery or crash.  It also helps me practice portion control because it acts as a slight appetite suppressant."
305,B001UJEN6C,AUXHG88OYWCGM,Nicholas Wagner,0,0,5,1333411200,"Flavor getting better, energy is great","I've been buying and drinking this for over a year now, and the energy boost is excellent, with a continuous, ~6-hour effect. The most recent shipments seem to have improved the flavor slightly as well, or perhaps I'm getting more used to it. I don't drink it for the flavor, but it's not as heinous as the fake flavors found in the other, non-organic energy shots."
306,B001UJEN6C,ATN552TF5V40Z,Lh,1,5,1,1326758400,So awful I can barely describe,"This is the first time I've really been misled by other reviews on amazon. I like 5-hr Energy, I find Rain ok and so I thought I'd try this product based on the reviews. Boy am I sorry! I gagged getting one bottle down even with my nose pinched (really). And it leaves the worst medicinal taste in your mouth afterwards. 8 tic tacs at once did not get rid of it! But worst of all, within an hour I was yawning and drowsy. Unless you really like things that taste of a weird tea-flavored cough syrup and don't work, don't buy this! I don't know what to do with the other 11 bottles. big fail"
307,B003EMU7EU,A3DSWITPB6NBT5,benvenutofam,0,0,4,1287619200,could use only once,"I loved this mold!  I wished I could have used it for more than one occasion, but it didn't last.  I did use it to make 30+ suckers for my daughter's first birthday. But there was going to be no way that the mold could be salvaged after that.  I would have liked to have kept to use on other occasions, but for the price it didn't matter to me that much.  It served it's main purpose :)"
308,B0064KOUNI,A215QEI3FPLVXU,"Carol L. Chmiel ""Carol Chmiel""",0,0,5,1349136000,VANILLA TOOTSIE ROLLS,"You HAVE to try the VANILLA Tootsie Rolls!  The regular chocolate ones are good, but THESE are the BEST EVER!!"
309,B003YDP5PA,AAZ084UMH8VZ2,"D. L. Brown ""A Knower Of Good Things""",3,3,5,1299196800,One of my Favoritte foods,"Try this you might like it. I did and I am quite addicted, it is too easy to prepare, it tastes great and it absorbs the flavors you cook it with. The price is really good and well worth the purchase. If you like this type of Couscous like I do, then give this one a try.It can be eaten hot, room temp or in a cold salad with a variety of greens and other flavors, it takes on the other flavors very well when mixed. I cooked the Couscous with a broth and oilive oil for added flavor and it rocked my taste buds big time. I will be back for more."
310,B003YDP5PA,AFLLCB3F28N6A,FL-Gal,2,2,5,1320451200,Fantastic!,"This tri-color couscous is really good...full of flavor and fun to eat.  I love the texture.  I cook in chicken broth and add some minced garlic and chopped herbs (parsley, cilantro,) along with some red pepper flakes.  At the end of cooking, I add some olive oil and this makes a wonderful side dish...Highly recommend"
311,B003YDP5PA,A3T8PIRVS2LX4P,MLadyJ,1,1,5,1305072000,WOW,"I tried to find israeli couscous in a number of upsacale grocery stores and no luck.  So I decided to try good ole Amazon.com and selected this product.  It is so good..add a few herbs and it's a great side dish, or add more and make a ""pasta type"" salad.so very good.  I am hooked.  Great flavor and so easy to prepare!"
312,B003YDP5PA,A18RVAXFLALN6E,"DF ""Dinky""",0,0,1,1343520000,Very Dissapointed,"The package came with the label torn off and no cooking instructions. I know how I normally cook Couscous so tried 3/4 cup water to 1 cup couscous-brought to a boil and let sit, covered for 5min. It was mushy and tasteless.We have thrown out the rest of the container."
313,B002X9JNYU,AVPSSODZIDABZ,HELfromBL,1,3,1,1323388800,what quantity is it!,I wouldn't even think of buying this product unless I know the price per unit. How can I compare other items online or in a store?
314,B001EPQ0J0,A2RXRKRI8YSQWQ,Susan Toy,0,0,5,1341014400,Very Good Coffee,"I love ordering whole bean coffee on Amazon.  I like this so much that this my first product review.  I have to say that I'm usually not a big fan of flavored coffee, but I thought I would give it a try.  When my husband started grinding it up, I could smell it throughout the house.  Sometimes with flavored coffees, the smell is there but the taste isn't.  However, not with this one.  I'm now going to order another flavor from this company and will give it a try."
315,B001EPQ0J0,A2KADAQBR8NG80,"Maggi ""Mags""",0,0,5,1290384000,Very Tasty,"I love this coffee. I do wish it came already ground as I don't have a grinder and use a blender instead. But it's worth it. Many flavored coffees I've tried only seem to have a flavored odor that doesn't reach the coffee, but this one manages both."
316,B001EPQ0J0,A2L3IECPFB956F,D. Alger,0,0,5,1268265600,Excellent coffee,"This brand of coffee has been available in my local stores for some time -- I've believe the company is local.  I've been drinking it for quite some time and have not tired of it.  I'm particularly fond of the Turtle Sundae but all the flavors are good.  I can't say that I've had a bad one.<br /><br />As it turns out, it's less expensive to order it from Amazon and have it show up at my front door than it is for me to run out to the local Walmart to get it.  It's a no brainer.  Try it, if you like rich, flavored coffee, you'll like it."
317,B000O9Y62A,A137DV4YVGWDCR,M. AIMINO,0,0,5,1332460800,Hot!,"It is hot! I love it, tasty and a little sweet. I usually scoff at salsas labeled as hot, but this one lives up to its billing."
318,B000O9Y62A,A89KN0ADLUNPW,Scott E. Packard,0,0,5,1250208000,Hot and delicious,"I consume about a jar every two weeks of this, either adding it to fajitas or using it as a corn chip dip.  It is hot, but after awhile the medium Salsa Suprema was too mild for me; I thought maybe I'd cut down how much I ate by going to the hot Salsa Ranchera.  It's hot enough that people who aren't used to it will say ""That's hot!"".<br /><br />Flavor: bright and forward.  The similarly hot Salsa Victoria is a duller taste to me, I guess earthy.  This salsa is much brighter in the mouth.  I don't like to go hotter than this because the sauces I've tried lose any resemblance to yummy salsa and just taste hot (this happens to me with Tabasco sauce, for example).<br /><br />A drawback is La Victoria doesn't make a larger bottle of Salsa Ranchera nor Salsa Victoria, nor do they sell them in [...] or Sam's Club.  To get a good deal you have to watch for sales."
319,B00283TPYE,A1SH7OWQ98P6FI,Colleen Clark,0,0,5,1350691200,Swiss Chalet,"service was great, but I meant to buy Swiss Chalet chicken SAUCE not the Marinade :)<br /><br />Love the sauce - have yet to try the marinade"
320,B001FB69YY,AJM8UGFV16NS8,dewalt66,0,0,5,1316736000,Oyster Sauce,"Use frequently as we like to do Asian dishes at least once a week.  Love this product.  Fast shipping, as usual.  Would buy again."
321,B004OYBN7C,AVD1K8KU6Z86U,Jeffrey M. Moisan,1,1,5,1305417600,ABSOLUTELY DELICIOUS!,"These individually wrapped pieces are delicious (although I wish there were a few more). Mildly sweet with no sugar-free aftertaste, even a traditional ""marzipan-aholic"" should enjoy these."
322,B000JEHAHS,AJ7Q49CTJ1BOC,24fan,4,4,5,1168473600,Great gag gift,Put this in my husbands stocking for Christmas and it was a hit.
323,B000JEHAHS,A2MMFEZ728S1MA,Deborah A. Young,0,1,3,1232409600,arrived FAST,"I was amazed at how quickly it arrived!  It is a cute stocking stuffer, but only OK as far as user appeal.  You get what you pay for."
324,B000JEHAHS,A1GUR2DMGWUIGL,"Annie ""Annie""",1,4,3,1200182400,Penguin Pooper,Toy was typical quality I expected.  I got taken for a major ride on the shipping!
325,B000JEHAHS,A2CU16YU1KEOUY,"Hurricane Ridge ""Chris""",5,19,1,1168300800,Never Arrived,So we cancelled the order.  It was cancelled without any problem.  That is a positive note...
326,B003VTN95K,A6Y49ZNS6NPN0,Ute H. Bischoff,0,0,5,1345334400,coffee-mate coffee creamer hazelnut,i love the convenience of the singles. The best creamer around.Taste is just like the big bottle. I can stick them in my purse and take them to work.
327,B003VTN95K,A3G467T8H2U4F1,Breanna,0,0,5,1342137600,No broken creamers!,"These creamers come in 4 packs of 25. I have taken one to work and opened one for home so far, and haven't found a single broken or leaking creamer yet. I usually have way too much cream and sugar in my coffee, but with these it is easy for me to cut down on the sweetness because I won't allow myself more than 2 creamers per cup. I think this is definitely the best option for buying creamers from Amazon since all the other listings have a lot of complaints about creamers breaking in shipping!"
328,B003VTN95K,AKG4UJNVSHHAD,flowergirl,0,0,4,1340582400,Shipped great,"Even though we are International Delight fans we were not completely dissapointed by this product. We had no problem with the shipment, but the creamer itself is thinner than International Delight. Other than that we are happy :D"
329,B003VTN95K,A1J7ZSFU0SO3D4,ck,0,0,5,1336003200,Better Packaging,"Besides the obvious convenience and portability of the individual creamers, I liked this item specifically because of packaging. I couldn't believe how many reviews I read about coffee creamer cups; but many of the Amazon creamer options (both Coffeemate and International Delight) had multiple negative reviews due to the shipment arriving with broken cups thanks to sloppy packaging.<br /><br />That was not an issue here. The shipment arrived in four dispensing boxes of 50 each (as shown in the photo); those boxes were tightly packed in a thick cardboard box which could take a good beating before damaging the inner boxes. Thus, none of my cups were broken, no waste and no sloppy drippy mess. Plus the four boxes means I could put one in the kitchen, one in the bathroom (we moved our mini Keurig there when we upgraded the kitchen Keurig - best idea my husband ever had), and one at work, with a reserve for whichever runs out first.<br /><br />If you are looking for these mini creamers but deterred like I was by the negative packaging reviews on other options, this is your best bet. As a bonus, the auto delivery price is very reasonable."
330,B003VTN95K,A3GLQSR6MTHXGL,Donna Kelly,0,0,5,1330214400,coffee-mate creamer,"This seller is very nice.  And the price is very good.  The only reason I stop ording is bacause I went to sugar free, and at that time he did not have it.  But for those of you that don't have to watch there fat in take, I would get this product from them."
331,B003VTN95K,A3KVJ2DVCLO0HB,Gadget girl,0,0,5,1326758400,Perfect for work,"I purchased these coffee mate singles to use at work along with the coffee ""tea"" bags.  They're great because they don't require refrigeration."
332,B007DJ0O9I,A24GM452AKJTT9,AMAZONGURL,0,0,1,1349827200,AWFUL,"I received the items in a timely manner. Upon receipt, I removed a pack to consume. The pop-tart was STALE and left an awful taste in my mouth."
333,B007DJ0O9I,A328TUPI6HYZSF,Maplerise Mom,0,1,5,1336521600,Pop-Tarts Work of Art,"I found these new spring Pop-Tarts and bought them on a whim.  My kids and I were amazed and delighted at the fun, colorful, amazingly detailed artwork on these Pop-Tarts.  Fantastic for after school snacks, lunch boxes, and school treats. Tie with a ribbon for a bright ""thinking of you this spring"" gift.  The only challenge is finding more in stores.  Way to go Kellogg's - fantastic product!"
334,B00469VSJI,A28D8FT2NNCS2Z,calledoutwithwords,1,1,5,1320710400,"Yes, this is real excellent coffee!!!","Yes, I am having a cup right now.  I went all over town looking for this coffee after been invited to a non profit organization to a banquet and besides the delicious food they top it off with this amazing delicious coffee.  I paid and extra 20 bucks to get it right way and it is worth the money. Highly recommend."
335,B00469VSJI,A2EVOV2OZBQU53,Explorer777,0,0,1,1336694400,Does not taste very good,"Taste like it is stale.  Will not order this again.  I had this coffee at a 50th year annerversery at a reception hall and had to have it.  This stuff tasted NOTHING, like the Douwe Egberts at the hall.  This is possibly stale coffee."
336,B00469VSJI,A1447CDAPZGLYV,SANA AWAR,0,0,1,1326499200,No no,"Serveice delivery with the seller was excellent. The product was not. Will not order again. Bad taste. Iam not sure if it was old or that how it tastes. I throw it right away, i coudl not drink it."
337,B002SRAU80,A156LLD3VZJGC2,D. W. Knowlington,0,0,5,1350604800,The king of all seasoning salts.,"This is honestly THE BEST seasoning salt in all the land.  It tightens up any dish; not spicy, just perfectly seasoned.  It's perfect, hence, my purchase of this 35 oz. mamma jamma."
338,B0067LDV66,A1KZ67VEU7CJQ3,Bprice,1,1,5,1345334400,Toasted Sesame oil,"The order arrived as advertised. I have had only a few chances to use it, but it is awesome. The flavor is exactly what I hoped for! It may take me a while to finish the entire gallon, but I will definnantly order again!"
339,B0067LDV66,A26EQ8U96JA92T,Jody,0,0,5,1347062400,"Tasty, tasty tasty!","I like a lot of sesame oil and use it in salads regularly.  Great quality, flavor and aroma.  Can't beat that its organic!"
340,B000HKYP9A,A2CHZ5Q2EF3IR3,Mommy with an Opinion,2,2,5,1168905600,"Love, Love, Love These!","Bought a set of two when my son was about 6 months, and we started taking them with us whenever we went out to eat.  I cut up cantaloupe, apple, banana (even used sweet potatoes a few times)-- just whatever I could get at the restaurant-- and it would keep my son busy long enough that I could actually eat!  It's great because I didn't have to be overly worried about him choking on big chunks, and he got to try out new foods.  I wouldn't hesitate to buy this again."
341,B000HKYP9A,AD5WAUA14YD6N,M. Knapp,0,0,4,1281657600,"great for eating whole foods, clean with veggie brush","I have a slightly different version of this - different brand.  My son started using it around six months, and he really enjoys it.  He DOES get messy if he eats something sticky or juicy like banana or watermelon, but whatever...  Anyway, I also had trouble cleaning it, until I tried scrubbing it with a nail or vegetable brush.  That works pretty well.  It takes some time, but not as much as it would take to run food through a food mill or blender, or cut it up, then clean it up off him, the chair, the floor, the dog, me, well you get the picture."
342,B000HKYP9A,AHMKE1AJEHHS3,"J. Ponce ""MPonce""",0,0,5,1190678400,Absolutely LOVE IT!!,"What a GREAT idea!!!! My daughter love it.<br />I don't think is difficult to wash, I mean, is not like just toss water and that's it... but, come on!!!!<br />Absolutely recommend it!"
343,B000HKYP9A,A6VEEE9HOL004,"Jaime M ""Luc's Mom""",0,0,3,1180224000,Only good for ice,This product is impossible to wash and actually get cleaned.  I couldn't get the food pieces out to save my life. I tried scrubbing them out and even washed it in the dishwasher as it suggests.
344,B000HKYP9A,A3JBI5QDS32UEM,J. Foreman,0,0,5,1173484800,Great for teething,"I loved this product for fruits and other food that I didn't want my new baby to choke on.  I also used it to put ice in when my baby was teething. It worked great for this, as well as for the food. I didn't like bananas in it though-impossible to get clean!"
345,B000HKYP9A,AMNCDXFZKL6MZ,C. Lamberts,0,0,3,1173484800,Wonderful idea-difficult to clean.,"I love, love, love the idea of this product and my little one loves, loves, loves to use it.  She gets fresh fruit and other tasty things and I don't have to worry about her choking.  The only drawback is that bits of food get stuck in the mesh and the seams and are impossible to get out.  Granted, some foods are more difficult than others and some don't cause that much of a problem.  Bananas however, have pretty much destroyed a couple of them.  While I love this product, I think that next time I will get the one that has the removable and replaceable mesh bags."
346,B000HKYP9A,A2B7A8FJBT0HDX,"S. Nayeem ""Hanaa's mommy""",0,0,3,1171584000,I wasn't that impressed,"The Munchkin fresh food feeder is an okay product, it's kind of like sucking on food through a cloth. While my daughter was interested in it for a little while, she eventually lost interest. I may introduce it back to her again and see how she reacts."
347,B000HKYP9A,AEIAXBIMAO9T0,"Heidi ""Hydez54""",0,0,4,1168473600,Love the Fresh Food Feeder!!,"This product is amazing. I know a few people with little ones that use these and they LOVE them!! Super easy to clean and use. When ordering these, I was under the impression that there were 2 per package...FYI-they're not!! Only one per..."
348,B00067AD4U,A2OB1BFAEPAYBM,R. C. Wilkins,1,1,5,1207440000,Great Beans!!!,I ordered these for my coffee themed wedding. When they arrived I had to fight off friends because they smelled and tasted so good. I literally had to hide the box to the wedding! They were a big hit on my wedding day and there were none left over that we put on the tables. It was a great tasting product for the lowest price I've seen!
349,B00067AD4U,A3GT3KCGY9EYF4,Siri J,1,1,5,1198195200,Good stuff!,"""These are delicious! The chocolate is excellent and the espresso bean was the perfect roast for this purpose. Crunchy and not bitter.""<a href=""http://www.amazon.com/gp/product/B00067AD4U"">Chocolate Covered Espresso Beans 5 Pounds</a>"
350,B00067AD4U,A2LYOWC3FC73XK,"Michael Ekstrum ""expresso bean fan""",1,1,5,1178928000,excellent - exactly what I expected,"The product was exactly as advertised and fresh.  Unfortunately, I keep them in a candy dish in the office and they are going fast.  We need to reorder to keep up with ""demand"""
351,B00067AD4U,A7DSY3M6P6RG3,taza052007,0,0,5,1181692800,These are the Best!,"These chocolate covered espresso beans are wonderful!  The chocolate is very dark and rich and the ""bean"" inside is a very delightful blend of flavors with just enough caffine to really give it a zing."
352,B0029OWDAU,A1DTDSL1J6C05F,"Heartsinohio ""Heartsinohio""",0,0,5,1347667200,Love Love Love,"Popchips are so good.  I have been following Weight Watchers and lost 50 pounds and am at my goal.  These Popchips are my salty crunchy indulgence.  They taste so  good,"
353,B000SEJ84M,A19Y7MSOR2J7XP,G. Macleod,0,0,5,1258588800,The product is great but the price is out of line,"I've purchased dozens of bags of this pancake mix (which is a great product, by the way).  This is the highest price I've seen.  Whole Foods carries this item and it's been on sale there for $9.99 (that's Canadian dollars, too, as I'm in Canada).  It's even cheaper on Baker's Box's own website, and they're the company selling this product through Amazon. For a two-pack they should be charging $20 or less.  What gives?  I thought Amazon was where you could find competitive prices."
354,B001LMNXFA,ATBV3QRAVD2PJ,"Michelle L. West ""Paisleymll""",3,3,5,1280361600,Swedish Pearl is not the same as  Belgian Pearl,"The Sugar was sweet, that can not be denied.  As advertised, It didn't melt when baked either.  However, it will not do for your Liege Waffles/Gaufres what the larger pebbles of Belgian pearl will do.  These grains are smaller, think pretzel salt, or seed pearls."
355,B001LMNXFA,A226DRVTNFWM28,"Proud Mom of Two ""Bigounets""",2,2,5,1291680000,Perfect!,"That's exactly what I was looking for to bake some chouquettes (puffs with small sugar pearls on top). Works great, yum!!"
356,B002J2DO8W,ASIAOU4JW8LUG,K. Gohokar,0,0,5,1331596800,great taste,This is what I was looking for and was missing it. The taste is exactly the taste as the one made in India so just loved it and remember my days back in India. Definitely recommend it.
357,B000U9V5AU,A2VOVLKP603R1T,D. J. Brown,7,7,5,1297468800,Taste-tested by a wine maker,"I bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than I'd original expected. (A common problem in some fruit wines.)<br /><br />This is, indeed, good strawberry flavor!  Just add to your sugary concoction (be it a baking good, a dessert or a drink) to either give strawberry flavor (or add to existing flavor), and presto, just about everyone will be licking their lips (and maybe fingers).<br /><br />For those interested, I found the right addition to a liquid volume to be 4 oz of extract per 1 gallon of liquid."
358,B001SB099M,A2XADCFYDXH7IV,Thomas A. Johnson,1,1,4,1320969600,Excellent Everyday Olive Oil,"Great stuff and dependable, especially when there are a million brands ""out there"" to choose from.  I love the stuff.  For really high end desires, I go with the Apollo Olive Oils from California.  But I buy a whole lot more of this stuff and will buy it again and again."
359,B0041QJSJS,A1KZUXE70GYNGO,talonmedic,0,0,4,1347926400,"Love Weavers, I am a fan.","I hadn't tried (or heard of) till recently Weavers not it's my favorite. I am running through the list of types they have looking for a favorite and haven't found one yet, they're all so darned smooth. No bite, no after taste, a little pricy but still worth it. No worse price wise than starbucks or peets. Will keep running through the list here and see what happens. Love them all so far."
360,B0041QJSJS,A221AFCU6AE0QO,Sarah Bowman,3,5,5,1318204800,Make My Day,"Having always been a strict Peet's Coffee lover, I was reticent to switch brands but Weaver's won my heart!! The taste is clean and strong, the ethos is correct (organic, baby) and even the packaging is very zen and appropriate. Be still my caffeinated heart!"
361,B0041QJSJS,A2BAVWMHL130WY,Bruce L. Ishimatsu,2,4,5,1318723200,Treat yourself to the best coffee!,"Go ahead and drink the other brands served at your neighborhood cafe if you must but make sure you have a stash of Weaver's Peru Organic Whole Bean at home to serve up to your friends and family who deserve the best coffee.  And when you go back to that corner cafe where people drink average coffee because they don't know better, take along a travel mug filled with Weaver's coffee from home and enjoy a real Cup of Joe.  Er, Weaver's."
362,B0041QJSJS,A20B2BU1ZPY9AW,Mr Coffee,0,1,1,1345507200,Bitter,"A very bitter tasting coffee even when enhanced with cream and/or honey. Definately not my cup of coffee. Oh, did i say it was bitter?"
363,B0041QJSJS,A2T68P9I05KBFT,Rusy,0,1,5,1328054400,"Drinking it now, love the latin america ""aroma""","Im learning that Latin American and South American coffees have this distinct ""coffee"" caramelish finish.  As a Peets Coffee fanatics we learned that Weavers roaster was the roaster for Peet's and we are hooked !  I already reviewd the French and Organic blend, but I must say this coffee here is a perfect afternoon drink.<br />Met the weavers team at the Warner Brothers party and they gave me a half a pound of french roast.  Since them we are fans.<br />You wont be dissapointed !"
364,B00437JI8Q,A2SLZMD0UYRT5X,cat's food,1,1,5,1323993600,GREAT SNACK,"I like eating these whenever I need an energy boost.<br />It has everything that I am searching for in a, ""To Go Snack"".<br />Fiber plus Chocolate is never a bad thing!!!"
365,B00437JI8Q,A3UM3M6WSUN5BR,S. Smith,1,1,5,1316217600,Best Bar,These are my favorite bars ever. The combo of raisons and dark choc is wonderful! Very filling! These are hard to find in the stores. I'm thankful for subsrcibe and save!
